Environment:
	Python: 3.8.10
	PyTorch: 1.10.0+cu113
	Torchvision: 0.11.1+cu113
	CUDA: 11.3
	CUDNN: 8200
	NumPy: 1.21.4
	PIL: 8.4.0
Args:
	algorithm: KL_GP
	checkpoint_freq: None
	data_dir: /root/data
	dataset: RotatedMNIST
	epochs: None
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 15
	output_dir: ./results_sweep_kl_gp_1/7fa94bc0ab14e1199413d74ce0cf21f9
	save_model_every_checkpoint: False
	seed: 406191927
	skip_model_save: False
	steps: None
	task: domain_adaptation
	test_envs: [4]
	train_envs: [0]
	trial_seed: 2
	uda_holdout_fraction: 0
HParams:
	augment_softmax: 0.0
	batch_size: 64
	class_balanced: False
	data_augmentation: True
	grad_penalty: 6.3897811595153255
	kl_reg: 0.21668788546224396
	kl_reg_aux: 0.011507194739715733
	lr: 6.405710886208313e-05
	nonlinear_classifier: True
	num_samples: 20
	resnet18: True
	resnet_dropout: 0.0
	specify_zdim: True
	weight_decay: 0.0
	z_dim: 128
cuda
/root/miniconda3/lib/python3.8/site-packages/torchvision/transforms/functional.py:984: UserWarning: Argument resample is deprecated and will be removed since v0.10.0. Please, use interpolation instead
  warnings.warn(
env0_out_acc  env4_in_acc   env4_out_acc  epoch         kl            kl_aux        loss          penalty       step          step_time    
0.1157308187  0.1153969785  0.1123017574  0.0000000000  0.3737587929  0.2806788683  2.2839479446  16.204242706  0             0.1412665844 
0.1234462066  0.1083252973  0.1067295328  1.0000000000  0.0333002936  0.0319382663  2.3031452894  1.3367268084  146           0.0282882436 
0.1234462066  0.1083252973  0.1067295328  2.0000000000  0.0022687357  0.0023326008  2.3020302074  0.1343395367  292           0.0285478422 
0.1101585941  0.1065038037  0.1097299614  3.0000000000  0.0018530553  0.0030019144  2.3009337432  0.0811741980  438           0.0283626400 
0.1234462066  0.1083252973  0.1067295328  4.0000000000  0.0006220553  0.0007800305  2.3016735593  0.0585547048  584           0.0286040927 
0.1234462066  0.1083252973  0.1067295328  5.0000000000  0.0009129643  0.0001637005  2.3017944489  0.0466125495  730           0.0280894809 
0.1234462066  0.1083252973  0.1067295328  6.0000000000  0.0010555991  0.0012070994  2.3014253492  0.0434205951  876           0.0285074041 
0.1234462066  0.1083252973  0.1067295328  7.0000000000  0.0005060973  0.0005589013  2.3008415993  0.0370051624  1022          0.0284275094 
0.1234462066  0.1083252973  0.1067295328  8.0000000000  0.0004852039  0.0004947194  2.3021799293  0.0335562392  1168          0.0287086343 
0.1234462066  0.1083252973  0.1067295328  9.0000000000  0.0002502603  0.0002775323  2.3013294772  0.0281319673  1314          0.0284619707 
0.1234462066  0.1083252973  0.1067295328  10.000000000  0.0000502949  0.0005139521  2.3002961972  0.0273825220  1460          0.0282147535 
0.1234462066  0.1083252973  0.1067295328  11.000000000  0.0003276671  0.0004074941  2.3026489591  0.0247760536  1606          0.0282590389 
0.1234462066  0.1083252973  0.1067295328  12.000000000  0.0008331880  0.0002035368  2.3019573591  0.0242703826  1752          0.0282327345 
0.1234462066  0.1083252973  0.1067295328  13.000000000  0.0003534923  0.0002885191  2.3017081202  0.0229562375  1898          0.0279768689 
0.1234462066  0.1083252973  0.1067295328  14.000000000  -0.000038645  0.0005210458  2.3030279385  0.0221106882  2044          0.0280276929 
0.1101585941  0.1065038037  0.1097299614  15.000000000  0.0001562907  -0.000205894  2.3018012847  0.0210278976  2190          0.0281247603 
0.1234462066  0.1083252973  0.1067295328  16.000000000  0.0002264879  0.0004533807  2.3013536130  0.0207416131  2336          0.0279940318 
0.1234462066  0.1083252973  0.1067295328  17.000000000  -0.000138897  0.0001168782  2.3013435716  0.0196344987  2482          0.0280905374 
0.1234462066  0.1083252973  0.1067295328  18.000000000  0.0004823110  0.0002359772  2.3009403601  0.0196897631  2628          0.0282716327 
0.1234462066  0.1083252973  0.1067295328  19.000000000  0.0002275346  0.0000616908  2.3024368482  0.0195242203  2774          0.0278933261 
0.1234462066  0.1083252973  0.1067295328  20.000000000  0.0001578151  0.0001603169  2.3015666041  0.0191535523  2920          0.0280167011 
0.1234462066  0.1083252973  0.1067295328  21.000000000  0.0001687914  0.0000161635  2.3019718030  0.0180513564  3066          0.0281917363 
0.1234462066  0.1083252973  0.1067295328  22.000000000  0.0001971673  0.0001855770  2.3028354367  0.0187758494  3212          0.0279335976 
0.1234462066  0.1083252973  0.1067295328  23.000000000  -0.000197311  0.0003274965  2.3012729704  0.0179188156  3358          0.0277865129 
0.1234462066  0.1083252973  0.1067295328  24.000000000  -0.000007693  0.0000741221  2.3023547506  0.0165326020  3504          0.0280339293 
0.1234462066  0.1083252973  0.1067295328  25.000000000  0.0003335035  0.0002272447  2.3010135677  0.0172429178  3650          0.0276837953 
0.1234462066  0.1083252973  0.1067295328  26.000000000  -0.000215788  0.0000084394  2.3013732662  0.0169847965  3796          0.0277976190 
0.1234462066  0.1083252973  0.1067295328  27.000000000  -0.000121377  0.0002718323  2.3016138665  0.0170194570  3942          0.0279699858 
0.1234462066  0.1083252973  0.1067295328  28.000000000  0.0002301825  0.0001079840  2.3017506485  0.0172596828  4088          0.0281605574 
0.1234462066  0.1083252973  0.1067295328  29.000000000  0.0001998038  0.0000286747  2.3020382303  0.0161339247  4234          0.0282503889 
0.1234462066  0.1083252973  0.1067295328  30.000000000  -0.000151611  -0.000016087  2.3019778435  0.0165156608  4380          0.0288438127 
0.1234462066  0.1083252973  0.1067295328  31.000000000  -0.000032218  0.0001330229  2.3009786590  0.0153244844  4526          0.0283592956 
