Environment:
	Python: 3.8.10
	PyTorch: 1.10.0+cu113
	Torchvision: 0.11.1+cu113
	CUDA: 11.3
	CUDNN: 8200
	NumPy: 1.21.4
	PIL: 8.4.0
Args:
	algorithm: KL_GP
	checkpoint_freq: None
	data_dir: /root/data
	dataset: RotatedMNIST
	epochs: None
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 4
	output_dir: ./results_sweep_kl_gp_1/d892d35bf0ea0e92afb83bb0cefd1d46
	save_model_every_checkpoint: False
	seed: 1710403276
	skip_model_save: False
	steps: None
	task: domain_adaptation
	test_envs: [3]
	train_envs: [0]
	trial_seed: 0
	uda_holdout_fraction: 0
HParams:
	augment_softmax: 0.0
	batch_size: 64
	class_balanced: False
	data_augmentation: True
	grad_penalty: 0.05459355095168962
	kl_reg: 0.149411221600797
	kl_reg_aux: 0.25816182630546447
	lr: 0.00014524944240203904
	nonlinear_classifier: True
	num_samples: 20
	resnet18: True
	resnet_dropout: 0.0
	specify_zdim: True
	weight_decay: 0.0
	z_dim: 16
cuda
/root/miniconda3/lib/python3.8/site-packages/torchvision/transforms/functional.py:984: UserWarning: Argument resample is deprecated and will be removed since v0.10.0. Please, use interpolation instead
  warnings.warn(
env0_out_acc  env3_in_acc   env3_out_acc  epoch         kl            kl_aux        loss          penalty       step          step_time    
0.0994427775  0.0978144418  0.0874410630  0.0000000000  0.0691252798  -0.005984187  2.3008158207  1.3953952789  0             0.1159784794 
0.1178739820  0.1093850439  0.1221603086  1.0000000000  0.0037553164  0.0026061744  2.3043279648  0.1276870272  146           0.0235036089 
0.1718816974  0.1548103707  0.1710244321  2.0000000000  0.0043488154  0.0045015895  2.2909438855  0.0999190333  292           0.0237462847 
0.2323189027  0.2030212128  0.2126018003  3.0000000000  0.0319408440  0.0350695475  2.1752155644  0.6952624468  438           0.0237083615 
0.2246035148  0.2051639169  0.2160308616  4.0000000000  0.0417811028  0.0547883218  2.1186451593  0.7256595185  584           0.0235022911 
0.2666095156  0.2409470752  0.2477496785  5.0000000000  0.0608581671  0.0709328287  1.9932090256  1.0780410982  730           0.0235667506 
0.2961851693  0.2570173559  0.2618945564  6.0000000000  0.0617958891  0.0736385263  1.9626028922  0.9724539523  876           0.0235672454 
0.2833261895  0.2771587744  0.2794684955  7.0000000000  0.0691254842  0.0767156473  1.9079296319  0.9798217560  1022          0.0244051969 
0.2996142306  0.2885151061  0.2914702100  8.0000000000  0.0722005694  0.0705233194  1.9026596318  0.8975482539  1168          0.0234163101 
0.2276039434  0.2070923505  0.2246035148  9.0000000000  0.0749062009  0.0826432940  1.8995166503  1.1710109270  1314          0.0233859918 
0.3116159451  0.2898007285  0.3000428633  10.000000000  0.0676201953  0.0710532315  1.8921598433  0.7356745187  1460          0.0232443189 
0.3077582512  0.2787658024  0.2931847407  11.000000000  0.0739099200  0.0819352259  1.8689716867  1.0259737690  1606          0.0232948620 
0.3137591084  0.2974073280  0.3026146592  12.000000000  0.0643775605  0.0702694103  1.8529222583  0.8617329729  1752          0.0233017321 
0.3394770682  0.3197985858  0.3107586798  13.000000000  0.0755906208  0.0817745718  1.8090848923  0.8081640340  1898          0.0232503137 
0.3296185169  0.3137990144  0.3189027004  14.000000000  0.0817688220  0.0862993345  1.8064801783  1.0815814776  2044          0.0233504723 
