Environment:
	Python: 3.8.10
	PyTorch: 1.10.0+cu113
	Torchvision: 0.11.1+cu113
	CUDA: 11.3
	CUDNN: 8200
	NumPy: 1.21.4
	PIL: 8.4.0
Args:
	algorithm: KL_GP
	checkpoint_freq: None
	data_dir: /root/data
	dataset: RotatedMNIST
	epochs: None
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 2
	output_dir: ./results_sweep_kl_gp_1/018fd325115a396ae839f3a42ed1702b
	save_model_every_checkpoint: False
	seed: 123222922
	skip_model_save: False
	steps: None
	task: domain_adaptation
	test_envs: [4]
	train_envs: [0]
	trial_seed: 1
	uda_holdout_fraction: 0
HParams:
	augment_softmax: 0.01
	batch_size: 256
	class_balanced: False
	data_augmentation: True
	grad_penalty: 2.2988257378102737
	kl_reg: 0.08871958777875531
	kl_reg_aux: 0.2428960946645765
	lr: 0.0025521952552627065
	nonlinear_classifier: True
	num_samples: 20
	resnet18: True
	resnet_dropout: 0.5
	specify_zdim: False
	weight_decay: 0.0
	z_dim: 128
cuda
/root/miniconda3/lib/python3.8/site-packages/torchvision/transforms/functional.py:984: UserWarning: Argument resample is deprecated and will be removed since v0.10.0. Please, use interpolation instead
  warnings.warn(
env0_out_acc  env4_in_acc   env4_out_acc  epoch         kl            kl_aux        loss          penalty       step          step_time    
0.1123017574  0.1007178828  0.1097299614  0.0000000000  0.4315215945  0.4342526197  2.3094241619  13.289549827  0             0.2142195702 
0.1123017574  0.1007178828  0.1097299614  1.0000000000  0.0085782160  0.0075226732  4.1485048268  0.0424106135  36            0.1194786297 
0.1123017574  0.1007178828  0.1097299614  2.0000000000  0.0011509061  0.0005563464  4.1421418852  0.0011603500  72            0.1187014182 
0.1123017574  0.1007178828  0.1097299614  3.0000000000  0.0021000107  0.0024591378  4.1431208054  0.0010645375  108           0.1188104219 
0.1123017574  0.1007178828  0.1097299614  4.0000000000  0.0025976002  0.0019705767  4.1631886959  0.0010042155  144           0.1189315584 
0.1123017574  0.1007178828  0.1097299614  5.0000000000  0.0006708205  0.0009205201  4.1524206267  0.0007357885  180           0.1184740530 
0.1123017574  0.1007178828  0.1097299614  6.0000000000  0.0014394207  0.0011774103  4.1529099941  0.0003744244  216           0.1190157003 
0.1123017574  0.1007178828  0.1097299614  7.0000000000  0.0023735737  0.0025308000  4.1421419183  0.0002297728  252           0.1187178029 
0.1123017574  0.1007178828  0.1097299614  8.0000000000  0.0028173096  0.0028832356  4.1651465164  0.0002396590  288           0.1186386016 
0.1123017574  0.1007178828  0.1097299614  9.0000000000  0.0023054464  0.0037651608  4.1308843493  0.0002770513  324           0.1187134782 
