Environment:
	Python: 3.8.10
	PyTorch: 1.10.0+cu113
	Torchvision: 0.11.1+cu113
	CUDA: 11.3
	CUDNN: 8200
	NumPy: 1.21.4
	PIL: 8.4.0
Args:
	algorithm: KL_GP
	checkpoint_freq: None
	data_dir: /root/data
	dataset: RotatedMNIST
	epochs: None
	holdout_fraction: 0.2
	hparams: None
	hparams_seed: 10
	output_dir: ./results_sweep_kl_gp_1/591c0eb369edc137626fb756bed45383
	save_model_every_checkpoint: False
	seed: 2089898755
	skip_model_save: False
	steps: None
	task: domain_adaptation
	test_envs: [3]
	train_envs: [0]
	trial_seed: 2
	uda_holdout_fraction: 0
HParams:
	augment_softmax: 0.05
	batch_size: 64
	class_balanced: False
	data_augmentation: True
	grad_penalty: 2.217181530740756
	kl_reg: 0.12225745491305068
	kl_reg_aux: 0.011428276616386374
	lr: 0.0002110267333892619
	nonlinear_classifier: True
	num_samples: 20
	resnet18: True
	resnet_dropout: 0.5
	specify_zdim: False
	weight_decay: 0.0
	z_dim: 512
cuda
/root/miniconda3/lib/python3.8/site-packages/torchvision/transforms/functional.py:984: UserWarning: Argument resample is deprecated and will be removed since v0.10.0. Please, use interpolation instead
  warnings.warn(
env0_out_acc  env3_in_acc   env3_out_acc  epoch         kl            kl_aux        loss          penalty       step          step_time    
0.1590227175  0.1553460467  0.1474496357  0.0000000000  1.2237405777  1.6153244972  2.3035511971  27.563583374  0             0.1517698765 
0.1084440634  0.1131347761  0.1183026147  1.0000000000  0.1362297633  0.1316158902  2.7275502029  1.0696234867  146           0.0547039297 
0.1084440634  0.1131347761  0.1183026147  2.0000000000  0.0300766377  0.0297938732  2.7234543252  0.0880444773  292           0.0542732216 
0.1084440634  0.1131347761  0.1183026147  3.0000000000  0.0205198281  0.0206453931  2.7326927969  0.0479926617  438           0.0549902279 
0.1084440634  0.1131347761  0.1183026147  4.0000000000  0.0126672216  0.0165297985  2.7355156598  0.0300600795  584           0.0548242053 
0.1084440634  0.1131347761  0.1183026147  5.0000000000  0.0107170262  0.0113397657  2.7188350893  0.0202487298  730           0.0550880938 
0.1084440634  0.1131347761  0.1183026147  6.0000000000  0.0095186103  0.0090644915  2.7444975311  0.0156041064  876           0.0545901991 
0.1084440634  0.1131347761  0.1183026147  7.0000000000  0.0049426948  0.0047009938  2.7265338375  0.0111761992  1022          0.0546027814 
0.1084440634  0.1131347761  0.1183026147  8.0000000000  0.0044934684  0.0033747431  2.7424445381  0.0088389025  1168          0.0546010929 
0.1084440634  0.1131347761  0.1183026147  9.0000000000  0.0021186365  0.0028641551  2.7283301974  0.0070230038  1314          0.0560938446 
0.1084440634  0.1131347761  0.1183026147  10.000000000  0.0023115008  0.0015688040  2.7121628670  0.0057980250  1460          0.0555126553 
0.1084440634  0.1131347761  0.1183026147  11.000000000  0.0019959130  0.0019711926  2.7208880839  0.0045930168  1606          0.0550816843 
0.1084440634  0.1131347761  0.1183026147  12.000000000  0.0008128081  0.0008703552  2.7301265965  0.0039356757  1752          0.0551787060 
0.1084440634  0.1131347761  0.1183026147  13.000000000  0.0011004063  0.0009880556  2.7367987910  0.0035498808  1898          0.0541674617 
0.1084440634  0.1131347761  0.1183026147  14.000000000  0.0009978307  0.0014055624  2.7278169214  0.0027723449  2044          0.0544052728 
0.1084440634  0.1131347761  0.1183026147  15.000000000  0.0008885240  0.0003310197  2.7252506867  0.0024956314  2190          0.0585729668 
0.1084440634  0.1131347761  0.1183026147  16.000000000  0.0000950049  0.0004003603  2.7270470776  0.0022454809  2336          0.0543884284 
0.1084440634  0.1131347761  0.1183026147  17.000000000  0.0001305293  0.0006081372  2.7332060402  0.0021179918  2482          0.0544091120 
0.1084440634  0.1131347761  0.1183026147  18.000000000  0.0003368397  0.0008486689  2.7342325645  0.0017874763  2628          0.0549888088 
0.1084440634  0.1131347761  0.1183026147  19.000000000  0.0004378018  0.0001377896  2.7247374466  0.0015396387  2774          0.0549751781 
0.1084440634  0.1131347761  0.1183026147  20.000000000  0.0004283533  0.0001567096  2.7311530489  0.0014138933  2920          0.0553078521 
0.1084440634  0.1131347761  0.1183026147  21.000000000  0.0001767498  0.0000052615  2.7265338016  0.0012769336  3066          0.0552532150 
0.1084440634  0.1131347761  0.1183026147  22.000000000  -0.000123357  0.0002557905  2.7170387082  0.0012089932  3212          0.0553087404 
0.1084440634  0.1131347761  0.1183026147  23.000000000  0.0003586436  0.0000510118  2.7380819043  0.0011072158  3358          0.0555584022 
0.1084440634  0.1131347761  0.1183026147  24.000000000  -0.000091268  0.0002228365  2.7288434244  0.0009558580  3504          0.0551177655 
0.1084440634  0.1131347761  0.1183026147  25.000000000  -0.000025184  -0.000351324  2.7424445234  0.0009761296  3650          0.0545702666 
0.1084440634  0.1131347761  0.1183026147  26.000000000  -0.000030125  -0.000021875  2.7311530652  0.0008379970  3796          0.0550594395 
0.1084440634  0.1131347761  0.1183026147  27.000000000  -0.000207264  0.0001252449  2.7347457915  0.0007872147  3942          0.0548056168 
0.1084440634  0.1131347761  0.1183026147  28.000000000  0.0001503278  0.0000364291  2.7193483114  0.0007408985  4088          0.0551267454 
0.1084440634  0.1131347761  0.1183026147  29.000000000  0.0000067508  0.0001084870  2.7285867913  0.0006692254  4234          0.0551212340 
0.1084440634  0.1131347761  0.1183026147  30.000000000  0.0000589416  0.0001046952  2.7534794056  0.0006094536  4380          0.0549066981 
0.1084440634  0.1131347761  0.1183026147  31.000000000  0.0000240607  -0.000158479  2.7373120344  0.0005804144  4526          0.0589655687 
0.1084440634  0.1131347761  0.1183026147  32.000000000  0.0000778649  0.0000668487  2.7501432504  0.0005005235  4672          0.0543416249 
0.1084440634  0.1131347761  0.1183026147  33.000000000  0.0000075641  0.0000175483  2.7344891682  0.0004745423  4818          0.0545020087 
0.1084440634  0.1131347761  0.1183026147  34.000000000  0.0001040060  0.0000939892  2.7316663200  0.0004113373  4964          0.0586190469 
0.1084440634  0.1131347761  0.1183026147  35.000000000  -0.000019635  0.0000061499  2.7273036797  0.0003750144  5110          0.0552639831 
0.1084440634  0.1131347761  0.1183026147  36.000000000  0.0000382907  0.0001089573  2.7208880823  0.0003284452  5256          0.0550688962 
0.1084440634  0.1131347761  0.1183026147  37.000000000  0.0002027146  -0.000010928  2.7257639398  0.0003715408  5402          0.0546210122 
0.1084440634  0.1131347761  0.1183026147  38.000000000  0.0001249869  0.0000340024  2.7208880676  0.0003146790  5548          0.0546891461 
0.1084440634  0.1131347761  0.1183026147  39.000000000  0.0001391613  -0.000068373  2.7257639480  0.0002936493  5694          0.0542458900 
0.1084440634  0.1131347761  0.1183026147  40.000000000  -0.000101442  -0.000033362  2.7303831708  0.0002851109  5840          0.0547036488 
0.1084440634  0.1131347761  0.1183026147  41.000000000  0.0001208554  -0.000110636  2.7337192803  0.0002346024  5986          0.0545689243 
0.1084440634  0.1131347761  0.1183026147  42.000000000  0.0000534319  0.0000034032  2.7190917110  0.0002226269  6132          0.0551690320 
0.1084440634  0.1131347761  0.1183026147  43.000000000  0.0000151641  0.0000172674  2.7303831855  0.0002172342  6278          0.0543489717 
0.1084440634  0.1131347761  0.1183026147  44.000000000  0.0000744062  -0.000056198  2.7321795535  0.0002053434  6424          0.0550798292 
0.1084440634  0.1131347761  0.1183026147  45.000000000  0.0000076065  0.0000508517  2.7329494251  0.0002109179  6570          0.0546468872 
0.1084440634  0.1131347761  0.1183026147  46.000000000  -0.000018358  0.0000380686  2.7409047738  0.0001780972  6716          0.0549310429 
0.1084440634  0.1131347761  0.1183026147  47.000000000  -0.000061743  0.0001048682  2.7398782822  0.0001493354  6862          0.0550662720 
0.1084440634  0.1131347761  0.1183026147  48.000000000  0.0000775350  0.0000931400  2.7280735741  0.0001456145  7008          0.0551655684 
0.1084440634  0.1131347761  0.1183026147  49.000000000  -0.000089612  0.0000274116  2.7360289081  0.0001395056  7154          0.0550882686 
0.1084440634  0.1131347761  0.1183026147  50.000000000  -0.000115094  0.0000013064  2.7203748291  0.0001268854  7300          0.0549448108 
0.1084440634  0.1131347761  0.1183026147  51.000000000  0.0000323367  -0.000057922  2.7380819206  0.0001124217  7446          0.0551736763 
0.1084440634  0.1131347761  0.1183026147  52.000000000  0.0000349300  -0.000005307  2.7427011598  0.0001202269  7592          0.0548480357 
0.1084440634  0.1131347761  0.1183026147  53.000000000  0.0000280713  0.0000001404  2.7301265622  0.0001075110  7738          0.0544280859 
0.1084440634  0.1131347761  0.1183026147  54.000000000  -0.000059088  -0.000059304  2.7329494267  0.0000963463  7884          0.0546960373 
0.1084440634  0.1131347761  0.1183026147  55.000000000  -0.000006378  0.0000177508  2.7452674043  0.0000933247  8030          0.0551640383 
0.1084440634  0.1131347761  0.1183026147  56.000000000  0.0001137485  0.0000389178  2.7347457980  0.0000754582  8176          0.0551286299 
0.1084440634  0.1131347761  0.1183026147  57.000000000  0.0000144390  -0.000036870  2.7172953331  0.0000755023  8322          0.0541870431 
0.1084440634  0.1131347761  0.1183026147  58.000000000  0.0000654737  -0.000009912  2.7406481537  0.0000708193  8468          0.0549590833 
0.1084440634  0.1131347761  0.1183026147  59.000000000  -0.000060326  -0.000004307  2.7334626701  0.0000640045  8614          0.0548836956 
0.1084440634  0.1131347761  0.1183026147  60.000000000  0.0000049317  0.0000480430  2.7306398268  0.0000662017  8760          0.0551036645 
0.1084440634  0.1131347761  0.1183026147  61.000000000  -0.000014830  0.0000337346  2.7352590594  0.0000576766  8906          0.0546277092 
0.1084440634  0.1131347761  0.1183026147  62.000000000  0.0000304686  0.0000113494  2.7383385374  0.0000506919  9052          0.0551194426 
0.1084440634  0.1131347761  0.1183026147  63.000000000  0.0000028741  0.0000373207  2.7332060664  0.0000515021  9198          0.0553441113 
0.1084440634  0.1131347761  0.1183026147  64.000000000  0.0000101442  -0.000018175  2.7329494251  0.0000455511  9344          0.0551120059 
0.1084440634  0.1131347761  0.1183026147  65.000000000  -0.000010369  -0.000012613  2.7324361768  0.0000457492  9490          0.0552443233 
0.1084440634  0.1131347761  0.1183026147  66.000000000  0.0000211474  0.0000037135  2.7255073182  0.0000405320  9636          0.0552686437 
0.1084440634  0.1131347761  0.1183026147  67.000000000  0.0000686809  -0.000056985  2.7365421971  0.0000390186  9782          0.0548054062 
0.1084440634  0.1131347761  0.1183026147  68.000000000  -0.000023002  -0.000026147  2.7380819043  0.0000356431  9928          0.0546046381 
0.1084440634  0.1131347761  0.1183026147  69.000000000  0.0000064961  -0.000029985  2.7298699372  0.0000374068  10074         0.0584843126 
0.1084440634  0.1131347761  0.1183026147  70.000000000  0.0000395644  0.0000494408  2.7278169296  0.0000316021  10220         0.0547079452 
0.1084440634  0.1131347761  0.1183026147  71.000000000  -0.000007560  0.0000504174  2.7283301843  0.0000302313  10366         0.0588439180 
0.1084440634  0.1131347761  0.1183026147  72.000000000  0.0000270915  0.0000636806  2.7255073084  0.0000307094  10512         0.0550243773 
0.1084440634  0.1131347761  0.1183026147  73.000000000  -0.000002067  0.0000211964  2.7334626831  0.0000280184  10658         0.0548312076 
0.1084440634  0.1131347761  0.1183026147  74.000000000  0.0000031909  0.0000019041  2.7421879017  0.0000306707  10804         0.0551994631 
0.1084440634  0.1131347761  0.1183026147  75.000000000  0.0000886427  -0.000030501  2.7298699323  0.0000241096  10950         0.0547007600 
0.1084440634  0.1131347761  0.1183026147  76.000000000  -0.000052599  0.0000350965  2.7439842959  0.0000208230  11096         0.0547930329 
0.1084440634  0.1131347761  0.1183026147  77.000000000  -0.000003037  0.0000161700  2.7226844569  0.0000214053  11242         0.0546002241 
0.1084440634  0.1131347761  0.1183026147  78.000000000  -0.000016722  0.0000282804  2.7244808086  0.0000209417  11388         0.0548181273 
0.1084440634  0.1131347761  0.1183026147  79.000000000  0.0000024201  0.0000243154  2.7462939008  0.0000215821  11534         0.0543935152 
0.1084440634  0.1131347761  0.1183026147  80.000000000  -0.000004036  0.0000028872  2.7332060419  0.0000168974  11680         0.0551148196 
0.1084440634  0.1131347761  0.1183026147  81.000000000  -0.000021614  0.0000259680  2.7201182222  0.0000158940  11826         0.0546192339 
0.1084440634  0.1131347761  0.1183026147  82.000000000  0.0000523868  -0.000014252  2.7134459656  0.0000159960  11972         0.0546132000 
0.1084440634  0.1131347761  0.1183026147  83.000000000  -0.000027326  -0.000012815  2.7375686642  0.0000159778  12118         0.0543782613 
0.1084440634  0.1131347761  0.1183026147  84.000000000  -0.000001855  0.0000046279  2.7321795519  0.0000147739  12264         0.0542122616 
0.1084440634  0.1131347761  0.1183026147  85.000000000  -0.000032516  -0.000031177  2.7337193016  0.0000138815  12410         0.0543909253 
0.1084440634  0.1131347761  0.1183026147  86.000000000  -0.000004298  -0.000001241  2.7350024148  0.0000121660  12556         0.0546675153 
0.1084440634  0.1131347761  0.1183026147  87.000000000  0.0000211343  0.0000242730  2.7355156761  0.0000114749  12702         0.0542974374 
0.1084440634  0.1131347761  0.1183026147  88.000000000  -0.000007315  0.0000236720  2.7360289260  0.0000125090  12848         0.0546715929 
0.1084440634  0.1131347761  0.1183026147  89.000000000  -0.000025079  0.0000204713  2.7365421743  0.0000108737  12994         0.0542982833 
0.1084440634  0.1131347761  0.1183026147  90.000000000  -0.000006081  0.0000277382  2.7347457833  0.0000104605  13140         0.0582198182 
0.1084440634  0.1131347761  0.1183026147  91.000000000  0.0000132894  0.0000434836  2.7326928230  0.0000100095  13286         0.0547820820 
0.1084440634  0.1131347761  0.1183026147  92.000000000  -0.000003929  -0.000020624  2.7211446974  0.0000090562  13432         0.0582068244 
0.1084440634  0.1131347761  0.1183026147  93.000000000  0.0000157716  0.0000264710  2.7396216539  0.0000090707  13578         0.0551419323 
0.1084440634  0.1131347761  0.1183026147  94.000000000  0.0000291067  0.0000453322  2.7242242082  0.0000080862  13724         0.0551662151 
0.1084440634  0.1131347761  0.1183026147  95.000000000  0.0000208698  -0.000000914  2.7298699372  0.0000081904  13870         0.0551576124 
0.1084440634  0.1131347761  0.1183026147  96.000000000  0.0000010680  0.0000041282  2.7326927887  0.0000081263  14016         0.0547223499 
0.1084440634  0.1131347761  0.1183026147  97.000000000  0.0000177181  -0.000003844  2.7170386968  0.0000062571  14162         0.0542842754 
0.1084440634  0.1131347761  0.1183026147  98.000000000  -0.000000852  0.0000099319  2.7321795552  0.0000052728  14308         0.0540083565 
0.1084440634  0.1131347761  0.1183026147  99.000000000  0.0000176756  -0.000000617  2.7411614199  0.0000054418  14454         0.0552184533 
0.1084440634  0.1131347761  0.1183026147  99.993150684  -0.000018994  0.0000132363  2.7275196158  0.0000059211  14599         0.0552754567 
